ride_id;customer_id;driver_id;start_location;end_location;city;country;ride_date;ride_time;ride_duration_minutes;fare_amount;ride_distance_miles;payment_method;voucher;rating
7410;8063;760;6 Miller Road;26189 Stoughton Way;Sevan;Armenia;7/29/2024;04:14;47;7.79;12.1;mobile wallet;;3
2375;2046;810;6775 Arkansas Point;14 Granby Circle;Dobroměřice;Czech Republic;6/14/2024;19:29;117;88.94;16.0;credit card;;5
200;10989;523;24 Wayridge Place;39122 Transport Street;Thoen;Thailand;9/30/2024;02:05;36;27.17;8.5;cash;MNO789;3
436;4330;138;90 Walton Crossing;9234 Brickson Park Plaza;Igarapé Açu;Brazil;06/09/2024;10:24;31;80.91;10.2;cash;;3
1235;4067;418;7320 Bluestem Road;22663 Corry Alley;Kakanj;Bosnia and Herzegovina;01/06/2024;05:21;10;13.94;2.0;credit card;456JKL;5
8485;6399;225;0 Bowman Avenue;012 Thierer Avenue;Anhua Daying;China;08/05/2024;14:06;15;10.55;2.5;mobile wallet;;4
4372;1164;198;76239 West Parkway;1 Stuart Lane;Sungaipuntik;Indonesia;11/18/2024;11:30;18;98.25;6.4;cash;MNO789;5
3887;4892;283;888 Amoth Drive;7 Elgar Court;Xiaoshan;China;2/13/2024;05:36;76;93.27;1.4;credit card;;3
1311;9625;749;78870 Myrtle Hill;7203 Debs Pass;Babakandesa;Indonesia;3/28/2024;14:11;41;49.94;5.6;mobile wallet;123DEF;2
4902;3911;843;2859 Lawn Court;02 Sugar Street;Havířov;Czech Republic;2/22/2024;03:32;20;75.73;16.9;cash;;5
6050;10893;298;43 International Point;9 Karstens Junction;Sankeng;China;11/24/2024;19:03;120;11.87;3.5;mobile wallet;;5
5182;5616;318;810 Pierstorff Park;6 Oxford Crossing;Turku;Finland;1/29/2024;12:26;114;27.53;0.7;cash;;4
4346;3889;784;0774 Jenifer Street;29344 Pond Lane;West End;Bahamas;02/03/2024;00:35;70;11.9;20.0;mobile wallet;;2
6004;5120;4;7293 Melrose Circle;23167 Moland Circle;Nan’ao;China;1/23/2024;03:38;120;28.35;11.0;credit card;;5
1922;10697;424;67 Arizona Way;13 Buena Vista Parkway;Morelos;Mexico;12/01/2024;15:40;119;80.76;12.7;mobile wallet;ABC123;3
9562;5898;27;519 American Alley;61398 Jenna Road;Itapemirim;Brazil;10/04/2024;20:32;111;24.69;1.9;mobile wallet;789VWX;4
7631;5583;608;8135 Sunnyside Circle;8411 Maryland Place;Stockholm;Sweden;4/19/2024;18:58;47;82.43;7.5;mobile wallet;;5
7524;7523;714;44 Algoma Trail;670 Dovetail Center;Cabeço;Portugal;02/07/2024;15:46;18;78.57;18.3;mobile wallet;123DEF;3
7294;5773;96;7 Stone Corner Lane;6543 Lindbergh Plaza;Talawakele;Sri Lanka;4/22/2024;15:47;89;57.14;2.5;mobile wallet;;5
6842;2201;902;9527 7th Center;08 Kensington Terrace;Cavalões;Portugal;11/12/2024;19:54;76;7.29;15.4;credit card;789GHI;4
6932;8851;888;5703 Cambridge Court;90 Tennyson Alley;Dadukou;China;8/22/2024;23:57;47;31.76;4.0;mobile wallet;XYZ456;5
1291;3395;43;26375 Armistice Street;8 Linden Place;Kalamáta;Greece;12/22/2024;02:34;96;95.27;15.2;cash;ABC123;5
2282;6299;123;81 Tennessee Court;9 Caliangt Alley;Aizi;China;03/05/2024;09:37;38;26.28;2.3;credit card;ABC123;5
2996;8621;6;7911 Holy Cross Trail;27668 Nevada Trail;Delft;Netherlands;10/28/2024;15:24;33;28.21;19.9;credit card;;5
9701;9960;218;60657 Elmside Park;255 Nelson Street;Long Hồ;Vietnam;04/09/2024;20:37;32;9.67;0.7;cash;;4
9595;8874;581;6 Walton Circle;26483 Crest Line Circle;Agudos;Brazil;8/15/2024;14:37;101;36.04;6.4;mobile wallet;MNO789;3
9783;7372;501;62 Hollow Ridge Avenue;7272 Cascade Place;Popovice;Czech Republic;11/01/2024;22:03;79;38.55;18.6;mobile wallet;;5
3569;823;445;0 Blue Bill Park Park;0189 Carberry Way;Greensboro;United States;9/18/2024;08:26;42;74.68;10.4;mobile wallet;;5
1637;3476;923;58 Sommers Place;6 Mitchell Center;Hamburg;Germany;2/26/2024;21:41;109;51.64;5.9;cash;;4
6845;7650;528;88711 Anhalt Circle;52 Maple Wood Park;Carpentras;France;7/24/2024;02:54;44;5.57;19.8;credit card;;3
2681;4050;976;2799 Washington Court;27485 Brickson Park Avenue;Simpang;Indonesia;9/17/2024;20:43;26;67.54;16.0;mobile wallet;;3
2312;4034;807;1912 Sheridan Park;649 Hoard Court;Stari Kuty;Ukraine;7/31/2024;21:19;66;82.94;13.9;mobile wallet;;5
8694;9674;261;8935 Ruskin Parkway;7 Sommers Parkway;Shiqiao;China;12/09/2024;12:34;82;55.15;4.4;mobile wallet;;4
789;5316;855;3 Randy Place;87 Monica Circle;Alíartos;Greece;04/11/2024;18:13;101;79.4;1.5;mobile wallet;;4
5488;6433;848;639 Westerfield Terrace;14714 Fairfield Circle;Sunbu;China;11/10/2024;18:59;81;88.14;17.8;credit card;;4
8586;3071;703;74 Little Fleur Lane;93 Clarendon Circle;Matsudo;Japan;8/30/2024;11:12;70;15.05;19.8;cash;;3
6702;2529;833;07787 Anzinger Park;4 Fremont Road;Karangkancana;Indonesia;12/15/2024;22:01;61;85.36;10.9;cash;;4
947;7807;508;05 Westerfield Point;442 Burning Wood Court;Wrocław;Poland;02/05/2024;15:04;87;56.64;15.7;credit card;;3
3964;1031;277;86691 Burrows Trail;377 Bunting Place;Velké Pavlovice;Czech Republic;2/27/2024;01:35;53;21.26;4.3;credit card;;4
5197;2847;269;565 Eggendart Trail;7 Canary Hill;Loo;Estonia;04/05/2024;01:58;86;28.45;8.5;cash;;3
8406;8830;356;2 2nd Alley;9 Elka Hill;Blagaj;Bosnia and Herzegovina;3/26/2024;18:11;38;37.92;16.0;mobile wallet;456JKL;5
4300;5900;922;04 Hudson Terrace;5 Center Pass;Al Jubayhah;Jordan;5/31/2024;21:37;94;85.9;12.5;credit card;YZA123;4
2562;8168;221;404 Fulton Alley;5921 Brown Junction;Sipocot;Philippines;5/26/2024;15:26;22;57.15;18.7;cash;;5
1192;4143;545;33959 Ludington Center;86 Cottonwood Street;Maia;Portugal;7/17/2024;07:22;103;14.68;14.2;mobile wallet;;4
1882;3995;512;40 Waywood Alley;47913 Express Circle;Chengxi;China;4/24/2024;05:46;64;86.6;8.8;credit card;;3
5735;140;112;359 Homewood Parkway;51 Butterfield Place;Zhongguan;China;04/05/2024;22:05;58;11.98;11.5;cash;MNO789;3
7779;123;397;95349 Pearson Street;5 Union Place;Ţāmiyah;Egypt;8/13/2024;03:18;68;15.56;16.7;credit card;;5
4315;10292;713;9 Fairfield Lane;5507 Crowley Center;Lacdayan;Philippines;12/01/2024;21:44;19;95.16;11.3;cash;;5
7197;9481;326;121 Sutteridge Place;57698 Packers Avenue;Astghadzor;Armenia;6/22/2024;21:40;78;56.74;3.2;mobile wallet;;5
3821;10010;862;9 Wayridge Hill;9 Nevada Court;Gorna Oryakhovitsa;Bulgaria;01/06/2024;09:06;33;79.54;13.0;mobile wallet;;4
5725;6765;79;15 Pearson Pass;65 Welch Junction;Hashtgerd;Iran;01/05/2024;10:02;77;60.23;15.3;cash;;4
474;8808;864;36449 Thackeray Terrace;95583 Barnett Hill;Ulyanovsk;Russia;2/22/2024;10:09;87;35.94;12.2;cash;PQR123;2
9947;6010;839;18 Crest Line Hill;70 Lyons Way;Pasarkayu;Indonesia;12/18/2024;20:02;93;67.37;18.8;mobile wallet;;4
6967;10755;249;94489 Lerdahl Place;605 Dryden Road;Itaúna;Brazil;7/21/2024;19:30;95;14.99;4.9;mobile wallet;789VWX;2
7689;734;367;26564 Golden Leaf Parkway;8 Eagan Junction;Borovan;Bulgaria;11/03/2024;09:50;77;54.75;10.5;mobile wallet;;4
7800;542;297;1073 2nd Way;4525 Porter Terrace;Debre Mark’os;Ethiopia;3/21/2024;16:00;99;61.95;3.7;mobile wallet;456JKL;3
6468;2371;918;947 Marcy Park;1672 New Castle Pass;Poste de Flacq;Mauritius;11/07/2024;14:59;113;18.43;17.0;credit card;;5
8978;8759;773;354 Fairview Circle;0568 Glacier Hill Alley;Tower;Ireland;10/25/2024;14:34;14;96.06;0.9;mobile wallet;;5
5541;96;760;10903 Elmside Place;20626 Park Meadow Crossing;Valday;Russia;03/04/2024;03:24;118;75.18;4.5;cash;;3
639;6556;451;483 Southridge Hill;8308 American Ash Terrace;Yujia’ao;China;9/16/2024;05:42;23;16.11;7.6;credit card;;3
8494;3922;497;0792 Sherman Lane;0 Linden Avenue;Vila Velha de Ródão;Portugal;4/13/2024;08:16;94;64.6;14.1;cash;456JKL;3
9062;543;199;3477 Chinook Terrace;226 Lerdahl Center;Dolice;Poland;01/08/2024;03:45;104;22.06;2.9;mobile wallet;;5
658;156;470;23112 Del Sol Parkway;78 Dayton Lane;Černá Hora;Czech Republic;03/10/2024;07:06;46;17.77;15.6;cash;;3
956;4691;17;003 Veith Road;77 Comanche Place;Figueiredo;Portugal;3/27/2024;06:01;62;49.71;15.8;cash;;4
1068;984;446;358 Kropf Court;048 Briar Crest Terrace;Huaqiu;China;01/09/2025;13:17;89;50.83;8.5;credit card;;4
9932;451;122;4 Calypso Trail;81 Pawling Junction;Mersa Matruh;Egypt;8/26/2024;19:01;61;14.47;16.7;mobile wallet;STU456;5
4607;8875;663;56 Northport Plaza;14 Scoville Lane;Guararé;Panama;11/18/2024;01:44;5;87.87;13.3;cash;;5
3800;2733;895;6 Carioca Point;4 Troy Point;Itaitinga;Brazil;4/16/2024;18:31;64;37.72;4.9;cash;;5
6370;3490;44;67 Quincy Street;96623 Melby Lane;Bang Rak;Thailand;08/11/2024;20:58;98;19.62;5.3;credit card;;3
1318;10365;266;42551 Jenna Place;88 Westerfield Court;Haixing;China;8/15/2024;05:19;107;50.68;1.0;mobile wallet;;3
3929;4577;989;28 East Trail;18179 Jana Circle;Mezhdurechensk;Russia;4/28/2024;00:55;114;47.07;14.1;credit card;;4
7369;6298;569;90800 Hollow Ridge Plaza;5 Brickson Park Center;Little Current;Canada;10/10/2024;22:59;31;98.96;2.8;mobile wallet;;5
6958;10;698;699 Nelson Circle;5 Barby Center;Vairão;Portugal;12/17/2024;04:06;16;98.43;1.4;credit card;;3
7961;5385;933;737 Oxford Avenue;5793 Charing Cross Alley;Žihle;Czech Republic;06/10/2024;02:57;20;78.02;16.1;mobile wallet;XYZ456;5
6727;5750;593;8137 Jenifer Court;358 Elgar Junction;Manevychi;Ukraine;09/08/2024;10:03;106;72.81;7.8;credit card;;5
9122;3918;862;734 Sutteridge Drive;19 Village Lane;Jubb Ramlah;Syria;12/11/2024;01:45;73;91.81;4.3;cash;;4
2069;1376;103;83624 Sauthoff Park;92845 Thackeray Way;San Joaquin;Philippines;09/01/2024;05:41;7;30.02;6.2;cash;;5
3668;1259;231;3119 Sage Center;2 Crownhardt Drive;Tenri;Japan;7/22/2024;21:06;61;40.9;4.6;mobile wallet;;4
3723;6743;603;028 Lillian Way;34 Oak Parkway;Borok;Russia;9/17/2024;19:50;51;37.66;7.5;cash;;5
3319;3618;221;68652 Del Mar Drive;98 La Follette Lane;Acarí;Peru;10/03/2024;15:35;58;16.89;18.8;mobile wallet;;1
8470;2510;267;6 Eastlawn Pass;41529 Park Meadow Junction;Postupice;Czech Republic;7/17/2024;18:11;17;29.97;16.2;credit card;;5
9162;9369;296;850 Tony Crossing;64152 Shopko Pass;Ciudad Nueva;Dominican Republic;7/14/2024;13:20;101;33.08;15.4;mobile wallet;;3
906;4416;479;443 Oxford Avenue;25 Mitchell Parkway;Dadaha;Indonesia;4/28/2024;21:08;5;99.54;6.7;credit card;STU456;4
2252;4675;460;780 Oriole Court;3 Burning Wood Drive;Manola;Indonesia;1/21/2024;15:32;24;97.94;11.1;credit card;MNO789;5
5257;1171;848;2 Homewood Place;7 Goodland Alley;General Emilio Aguinaldo;Philippines;6/22/2024;20:16;95;22.33;4.2;mobile wallet;;3
4364;2090;355;5 2nd Street;85201 Garrison Street;Jiuchi;China;1/23/2024;17:46;39;84.93;5.4;credit card;;4
5148;10923;775;72 Surrey Alley;5 Duke Alley;Rajsko;Poland;1/25/2024;08:36;83;45.75;3.2;credit card;STU456;3
4742;4271;235;19 Nevada Court;9 Carey Park;Aqtaū;Kazakhstan;8/20/2024;05:40;105;97.31;3.9;credit card;;5
7070;821;182;02 Stoughton Plaza;837 Northview Court;Bengga;Indonesia;11/15/2024;02:29;33;83.85;6.8;mobile wallet;;4
4983;4662;152;2 Sauthoff Parkway;6371 Sutherland Trail;Mamboma;Sierra Leone;3/14/2024;08:13;102;28.63;5.0;cash;;2
7620;2052;662;114 Claremont Lane;39407 Ridgeview Alley;Divnomorskoye;Russia;11/04/2024;19:55;104;78.12;8.7;credit card;;5
9700;1184;287;3471 David Parkway;12668 Monument Hill;Chowṉêy;Afghanistan;10/28/2024;10:01;116;84.45;11.0;cash;;4
9704;2155;899;88 Dunning Trail;33 Garrison Alley;Pyhäsalmi;Finland;4/30/2024;14:10;60;97.34;1.7;credit card;;5
7901;853;397;223 Farwell Parkway;29 Vermont Pass;Binitayan;Philippines;07/07/2024;16:49;38;25.66;18.5;mobile wallet;123DEF;4
6359;624;53;79569 Pleasure Drive;17 Arizona Junction;Saramech;Armenia;2/21/2024;19:19;41;56.48;14.7;credit card;;4
6672;2033;811;6 Village Point;7 Scott Circle;Dom Pedro;Brazil;3/21/2024;13:49;113;43.56;20.0;cash;;4
9933;5122;390;75 Northland Center;3 Macpherson Plaza;Cikawunggading;Indonesia;01/04/2024;05:50;85;85.52;4.2;credit card;;3
4631;1404;299;92 Forster Plaza;6801 Quincy Circle;General Cabrera;Argentina;08/02/2024;06:32;42;46.65;7.0;mobile wallet;ABC123;3
4888;2265;274;9257 Welch Park;1521 Loftsgordon Crossing;Prince Albert;South Africa;12/24/2024;17:24;54;22.21;3.9;mobile wallet;YZA123;4
3186;3574;897;0547 Butterfield Parkway;81697 Fuller Circle;Sandakan;Malaysia;2/20/2024;01:57;42;8.64;7.7;credit card;;3
6106;6256;953;7 Nelson Center;8 Colorado Trail;Aeteke;Indonesia;4/23/2024;17:52;55;50.78;5.1;credit card;;5
1288;3621;701;64087 Manley Point;0337 Troy Parkway;Bryukhovetskaya;Russia;11/07/2024;09:51;88;36.9;1.0;mobile wallet;;3
8942;6632;928;5786 Northfield Court;97 Stuart Hill;Tabuaço;Portugal;01/05/2025;10:41;88;98.67;19.1;credit card;;4
7233;10485;258;2 Lakewood Gardens Avenue;2026 Lyons Court;Jedlina-Zdrój;Poland;4/23/2024;05:07;66;91.14;17.1;cash;;2
4914;3899;164;7093 Lindbergh Alley;6555 Harper Center;Suita;Japan;06/09/2024;16:21;43;81.86;9.7;mobile wallet;789VWX;2
1710;1001;393;44260 Northland Plaza;74 Rusk Lane;Porto Ferreira;Brazil;11/09/2024;11:12;47;39.02;4.4;mobile wallet;;2
5747;491;311;03 Kim Crossing;71 Namekagon Place;Shihui;China;2/21/2024;16:27;41;82.56;4.2;credit card;;4
2241;9850;706;710 Oak Center;490 Nova Hill;Eauripik;Micronesia;10/06/2024;11:28;16;96.06;18.7;credit card;;5
7007;2731;862;21775 Vernon Court;4383 Sheridan Avenue;Guri-si;South Korea;05/09/2024;17:57;84;15.92;17.2;mobile wallet;PQR123;4
9429;5282;529;8014 Hooker Parkway;27120 Forest Run Park;Kamo;Armenia;02/10/2024;05:11;77;64.47;7.9;credit card;XYZ456;4
1795;1046;921;04 Derek Pass;52 Schiller Way;Codajás;Brazil;4/28/2024;00:18;69;80.06;3.4;credit card;;5
6344;10279;12;99 David Drive;375 Division Trail;Tominian;Mali;4/28/2024;13:10;55;79.9;9.0;mobile wallet;456JKL;5
2164;8018;889;5 Corscot Parkway;89 Mallory Alley;Horad Rechytsa;Belarus;3/22/2024;12:42;104;17.41;5.1;cash;;5
2840;1158;249;96698 Sutteridge Plaza;33 Kropf Circle;Zarzis;Tunisia;04/04/2024;13:00;41;66.9;5.7;credit card;;3
9329;4164;782;7 Hermina Crossing;710 Colorado Terrace;Yamaguchi-shi;Japan;05/12/2024;20:25;37;42.39;14.5;cash;789VWX;4
6799;10957;995;75 Waywood Plaza;8310 Kinsman Center;Palmas Bellas;Panama;3/17/2024;16:52;52;77.33;15.4;mobile wallet;;5
9405;1992;897;29960 Everett Crossing;88568 Summer Ridge Street;Venustiano Carranza;Mexico;8/26/2024;00:38;46;65.74;18.2;credit card;PQR123;3
9045;2995;351;36538 Golf Alley;540 Barnett Road;Paracambi;Brazil;09/01/2024;00:44;45;25.69;1.3;cash;ABC123;5
8417;6705;728;30914 Hooker Crossing;4 Walton Terrace;Além Paraíba;Brazil;11/27/2024;11:03;95;89.61;15.7;credit card;;5
426;2915;353;2 Truax Alley;18675 Maple Wood Point;Zhihe;China;10/18/2024;09:15;18;65.29;15.8;mobile wallet;;5
5931;6734;654;891 Cottonwood Terrace;12489 Dennis Center;Linjiang;China;6/27/2024;03:19;48;6.12;2.4;cash;;3
389;585;405;1 Warrior Center;9 Menomonie Pass;Sishan;China;01/06/2024;01:51;69;69.91;11.5;mobile wallet;;4
581;3750;575;8099 3rd Lane;21 Union Lane;Pandansari;Indonesia;5/13/2024;16:22;47;29.97;12.8;cash;;5
8865;2871;844;48500 Quincy Trail;164 Park Meadow Avenue;Corroios;Portugal;8/21/2024;09:07;31;22.21;5.1;mobile wallet;;3
1252;6682;382;056 Dakota Avenue;777 Alpine Center;Gadon;Indonesia;9/26/2024;02:25;100;95.72;8.3;credit card;;3
6523;3679;731;76535 Browning Plaza;3 Hintze Place;Varginha;Brazil;10/16/2024;11:57;6;97.6;18.3;cash;123DEF;4
1549;8830;105;707 Luster Way;39 Summer Ridge Trail;Dasanlian Lauk;Indonesia;6/26/2024;07:14;92;20.96;17.9;cash;;4
6252;7534;966;76 Kennedy Place;693 Dwight Way;Bualu;Indonesia;04/09/2024;12:48;86;50.08;16.1;mobile wallet;ABC123;4
8301;4881;175;170 Corben Crossing;178 1st Point;Sultan Kudarat;Philippines;6/23/2024;12:20;40;43.32;4.0;credit card;PQR123;3
4308;10312;205;0310 Summerview Terrace;48 Maywood Pass;Inđija;Serbia;7/20/2024;23:29;49;54.12;16.8;mobile wallet;XYZ456;5
3666;3719;654;93 Cody Pass;294 Tomscot Court;Baitashan;China;5/26/2024;21:55;67;96.32;4.7;credit card;YZA123;4
2381;4683;374;70635 Banding Drive;6286 2nd Road;Vyksa;Russia;12/16/2024;08:48;8;67.85;9.8;mobile wallet;123DEF;5
2915;8611;941;34952 Meadow Vale Point;34612 Barnett Hill;Narita;Japan;9/24/2024;21:44;42;75.82;8.0;cash;;3
3232;10954;246;2 Brown Terrace;3438 Vahlen Pass;Nunguan;Philippines;3/16/2024;02:25;44;85.69;2.4;mobile wallet;PQR123;2
6217;5254;421;212 Twin Pines Junction;195 Amoth Court;Huangchuan;China;05/03/2024;10:11;81;64.98;4.4;credit card;789VWX;3
1824;9030;166;81769 Loomis Hill;9 Bay Court;Balauring;Indonesia;06/03/2024;09:59;87;40.6;15.5;cash;;4
4351;8424;699;18271 Stuart Drive;79624 Dunning Point;Huohua;China;05/05/2024;17:55;114;75.21;9.5;credit card;ABC123;3
8794;2280;176;686 Graedel Lane;1 Browning Terrace;Ust-Kamenogorsk;Kazakhstan;8/19/2024;22:30;35;50.53;16.2;credit card;;4
5842;10127;325;69601 Iowa Point;67 Gerald Park;Gegu;China;12/26/2024;07:08;50;8.81;10.7;cash;;5
3903;8269;177;606 Dunning Court;19924 Talisman Crossing;Marechal Cândido Rondon;Brazil;12/02/2024;20:00;9;94.28;6.1;cash;ABC123;5
695;9716;197;8 Bluestem Street;508 Thompson Circle;Torbeck;Haiti;1/26/2024;08:21;58;32.27;15.8;credit card;;3
5089;8012;401;248 Mandrake Junction;870 Laurel Lane;Bayasgalant;Mongolia;06/06/2024;15:47;94;52.01;6.3;credit card;;3
9201;6867;269;3359 Graedel Alley;4 Algoma Avenue;Laka;Indonesia;03/10/2024;03:59;105;21.7;17.0;credit card;;5
5264;8858;354;03 Havey Center;2115 Kensington Center;Iwase;Japan;10/31/2024;23:23;11;49.22;19.5;cash;456JKL;4
2929;7441;473;813 Cherokee Center;09923 International Alley;Aksha;Russia;3/31/2024;20:30;22;62.27;7.4;cash;;4
4694;483;531;28903 Rockefeller Park;35 Sauthoff Court;Mugango;Tanzania;1/21/2024;10:45;8;15.76;7.2;credit card;;5
4065;1498;740;21 Old Gate Crossing;173 Golf View Circle;Pingdingbu;China;7/23/2024;14:16;101;94.69;14.2;cash;YZA123;3
2837;6559;611;1370 Blaine Drive;49089 Butterfield Place;Igarapé;Brazil;11/09/2024;10:46;72;86.83;8.6;mobile wallet;;2
4179;7937;144;28922 Hallows Terrace;4 Mcguire Park;Yavne;Israel;10/02/2024;11:22;40;37.36;2.8;cash;ABC123;4
2611;7916;719;54 Fairfield Avenue;2446 Loomis Terrace;Zhitan;China;02/11/2024;10:05;48;20.35;11.3;mobile wallet;;5
6532;8893;339;294 Eggendart Junction;7036 Elmside Park;Dahe;China;7/31/2024;02:46;18;13.98;17.0;cash;PQR123;5
7158;3281;172;40 Bowman Alley;0823 Northwestern Park;Alarobia;Madagascar;8/15/2024;12:42;92;61.21;7.9;credit card;;2
8064;8846;431;767 Pleasure Alley;9 Park Meadow Park;Donghoufang;China;5/29/2024;14:50;46;13.98;7.4;credit card;;5
7901;3302;430;4 Lakeland Junction;72541 Rowland Parkway;Kurikka;Finland;08/05/2024;22:04;63;71.84;6.4;credit card;;4
2260;7975;89;77 Trailsway Trail;08 Huxley Way;Deir Ḥannā;Israel;8/29/2024;22:41;77;31.7;7.7;credit card;;5
9083;9922;329;690 Mendota Park;279 Nancy Lane;Linmansangan;Philippines;03/01/2024;16:07;92;80.29;2.1;cash;789GHI;5
177;7926;418;0 Marquette Road;0 Kipling Street;Campo Largo;Brazil;8/23/2024;06:09;109;86.21;1.7;credit card;456JKL;3
1325;5850;543;0656 East Trail;1 Gateway Pass;Aurora;Philippines;10/10/2024;14:02;52;5.87;1.7;mobile wallet;XYZ456;5
8377;8096;163;8816 Briar Crest Pass;718 Little Fleur Place;Mežica;Slovenia;9/25/2024;12:06;114;69.04;6.6;mobile wallet;MNO789;4
6817;7303;595;9 Buhler Park;2871 Mandrake Point;Gąbin;Poland;02/09/2024;01:52;91;22.89;6.4;credit card;;4
5350;2;935;20 Algoma Park;7 Evergreen Drive;Lallayug;Philippines;09/07/2024;12:01;90;67.19;5.5;cash;;4
9832;2617;835;7282 Westport Circle;027 Buena Vista Pass;Xing’an;China;04/08/2024;21:35;95;5.91;4.8;credit card;;4
6345;6481;823;571 Cordelia Point;9 Dapin Place;Valvedditturai;Sri Lanka;06/05/2024;11:09;105;21.35;14.0;cash;;4
8030;54;534;44177 Park Meadow Lane;5 Vera Road;Rājo Khanāni;Pakistan;09/07/2024;12:53;38;33.85;18.7;mobile wallet;;4
425;3720;407;4 Memorial Drive;31088 Anderson Way;São Lourenço de Mamporcão;Portugal;8/23/2024;22:09;56;50.01;4.6;cash;;2
5159;8131;132;00 Express Trail;9904 Waywood Court;Tanggungrejo;Indonesia;3/24/2024;08:03;51;52.2;7.1;credit card;;3
7162;2830;936;4 Anzinger Terrace;7959 Northfield Trail;Ussuriysk;Russia;02/02/2024;16:01;18;97.56;5.2;credit card;789GHI;3
5048;5008;985;2 Dayton Alley;9 Elka Point;Mikhnëvo;Russia;4/21/2024;19:03;86;77.33;19.7;credit card;;4
1531;311;651;42690 Di Loreto Place;53425 Scoville Lane;Vranje;Serbia;3/26/2024;08:57;90;69.58;4.9;credit card;STU456;4
8228;3394;798;509 Dorton Plaza;15048 Anniversary Lane;Antwerpen;Belgium;7/31/2024;23:07;95;39.15;18.0;mobile wallet;;5
8686;3037;592;23 Veith Trail;2 Lyons Circle;Újezd;Czech Republic;4/15/2024;13:51;98;51.02;15.5;cash;;4
2731;4451;540;57 Sherman Place;887 Magdeline Alley;Yumbo;Colombia;08/02/2024;16:18;96;50.37;16.6;mobile wallet;XYZ456;4
9782;540;491;819 Transport Way;094 Ryan Alley;Gaofeng;China;4/28/2024;04:56;34;36.86;17.7;cash;PQR123;4
7806;2010;934;1 Hallows Hill;5998 Northwestern Pass;Göteborg;Sweden;12/25/2024;04:13;52;91.41;16.8;credit card;;5
9529;1767;44;7036 Fair Oaks Way;542 Iowa Street;Nyeri;Kenya;01/03/2025;09:30;15;14.63;18.9;credit card;;4
7451;10289;952;79 Weeping Birch Hill;03077 Dawn Lane;Su-dong;South Korea;5/19/2024;08:53;7;11.54;16.2;credit card;;3
128;832;867;32 Redwing Street;42457 Surrey Circle;Sambopinggir;Indonesia;10/03/2024;18:04;38;25.82;4.1;credit card;;3
251;9799;784;07826 Dottie Road;38658 Sunnyside Road;Samara;Russia;6/28/2024;22:51;17;85.99;18.2;credit card;456JKL;5
5966;2241;791;0 Kings Terrace;28 Briar Crest Parkway;Bazar-Korgon;Kyrgyzstan;04/10/2024;14:55;82;94.11;6.0;mobile wallet;ABC123;5
8903;5058;917;8649 Waubesa Terrace;309 Oriole Road;Nardaran;Azerbaijan;5/29/2024;13:02;33;30.98;8.7;mobile wallet;;4
138;2063;6;8 Lotheville Terrace;04046 Buhler Court;Szczurowa;Poland;03/07/2024;11:04;105;94.62;12.7;mobile wallet;789VWX;5
8144;3583;116;1746 Pleasure Trail;60099 Cascade Pass;Santa Fe;Philippines;10/26/2024;10:52;120;8.79;8.0;mobile wallet;456JKL;2
3096;3048;197;305 Boyd Place;09459 Westridge Parkway;Pamakayo;Indonesia;3/24/2024;16:58;50;91.77;14.9;cash;456JKL;4
6890;1266;62;5829 Derek Hill;68 Dunning Park;Arapiraca;Brazil;11/10/2024;02:45;106;13.97;9.7;mobile wallet;;5
3366;3862;153;7773 6th Parkway;754 Fair Oaks Junction;Miaoxi;China;9/30/2024;01:41;111;13.06;1.3;cash;123DEF;4
7697;1060;448;5 Atwood Circle;27247 Hazelcrest Plaza;Putrajaya;Malaysia;1/19/2024;00:06;70;34.05;17.3;mobile wallet;;5
2918;8355;324;419 Darwin Hill;52 Tomscot Lane;Arivonimamo;Madagascar;04/09/2024;23:25;80;81.03;9.8;credit card;;3
7486;6600;666;8631 Fair Oaks Alley;03 Oriole Place;As Sālimīyah;Kuwait;6/26/2024;15:04;110;28.27;12.5;credit card;;3
9914;9271;875;53 Havey Street;786 Rieder Place;Jagupit;Philippines;11/30/2024;23:16;50;47.52;3.4;mobile wallet;;4
8971;7459;605;5 Tennessee Lane;99 Burning Wood Circle;Benoni;South Africa;04/05/2024;22:41;96;32.88;2.9;mobile wallet;;4
7854;7353;963;121 Maryland Terrace;8381 Hoard Trail;København;Denmark;6/26/2024;14:59;69;93.84;11.1;mobile wallet;YZA123;5
7937;3967;43;1 Graceland Road;36146 Butternut Pass;Brades;Montserrat;01/11/2024;00:56;78;23.15;8.2;cash;;3
3692;5086;306;876 Sunfield Point;037 Nelson Plaza;Gambaru;Nigeria;9/27/2024;11:07;90;47.91;17.0;mobile wallet;;5
652;10897;687;2 Knutson Parkway;430 Nancy Circle;Shibi;China;05/06/2024;19:48;86;8.5;3.0;credit card;;5
6960;8495;66;69862 Sugar Point;9 Butternut Court;Sungaiduri;Indonesia;1/22/2024;07:24;23;32.5;11.8;mobile wallet;;5
4128;1640;37;99398 Clove Point;211 Delaware Hill;Jurm;Afghanistan;11/04/2024;15:24;91;66.22;18.9;credit card;;4
8581;2808;271;22280 Corscot Hill;71930 Sauthoff Place;Lanxi;China;5/14/2024;17:21;15;6.93;1.6;credit card;;5
